"w1","w0"
"our","thoughts"
"outside","i"
"outside","in"
"page","is"
"panel","of"
"pay","their"
"performing","at"
"person","can"
"photos","i"
"picture","the"
"plant","and"
"play","out"
"played","and"
"playing","it"
"plays","in"
"pledged","to"
"point","was"
"points","rebounds"
"post","your"
"posts","on"
"preheat","the"
"president","is"
"principle","of"
"prize","for"
"probably","going"
"problem","but"
"projects","the"
"public","for"
"purpose","is"
"q","i"
"race","i"
"rain","on"
"raise","your"
"rate","to"
"real","time"
"realized","the"
"realizing","that"
"reason","it"
"reasons","the"
"recipe","and"
"recipe","is"
"reflected","in"
"register","for"
"rejected","the"
"relied","on"
"residents","are"
"right","when"
"round","to"
"route","and"
"rt","congrats"
"rt","thank"
"rush","hour"
"s","decision"
"said","even"
"santa","claus"
"say","she"
"saying","a"
"score","the"
"screwed","up"
"seats","and"
"second","is"
"serving","in"
"set","with"
"sets","the"
"she","couldnt"
"she","decided"
"she","him"
"she","kept"
"she","met"
"she","walked"
"she","works"
"shit","that"
"shot","by"
"shot","i"
"should","consider"
"should","stop"
"show","its"
"shows","how"
"shy","of"
"since","in"
"so","go"
"solutions","to"
"some","music"
"some","were"
"somebody","to"
"someone","would"
"sounds","and"
"sounds","to"
"spoke","of"
"st","johns"
"st","marys"
"stage","with"
"start","up"
"started","it"
"started","talking"
"statement","said"
"step","forward"
"step","out"
"struck","me"
"stupid","and"
"suited","to"
"sure","my"
"switched","to"
"t","expect"
"t","we"
"taken","away"
"taking","up"
"tax","rates"
"terms","with"
"th","ave"
"that","why"
"the","afghan"
"the","americas"
"the","bucks"
"the","capacity"
"the","continued"
"the","danger"
"the","dc"
"the","deals"
"the","defending"
"the","discovery"
"the","double"
"the","driveway"
"the","fabulous"
"the","finale"
"the","fly"
"the","forefront"
"the","gates"
"the","grind"
"the","hearts"
"the","horses"
"the","interests"
"the","joke"
"the","liberal"
"the","motion"
"the","mud"
"the","nerve"
"the","oakland"
"the","object"
"the","options"
"the","panthers"
"the","pentagon"
"the","peoples"
"the","prince"
"the","principle"
"the","privilege"
"the","raw"
"the","regime"
"the","rescue"
"the","romney"
"the","smoke"
"the","sox"
"the","superbowl"
"the","switch"
"the","teamc"
"the","tune"
"the","visit"
"their","name"
"them","after"
"theory","of"
"there","arent"
"they","werenc"
"third","base"
"this","big"
"this","doesnt"
"this","then"
"this","wonderful"
"thoughts","of"
"tim","holtz"
"time","tonight"
"times","more"
"to","absorb"
"to","analyze"
"to","black"
"to","distribute"
"to","dream"
"to","emerge"
"to","hope"
"to","john"
"to","las"
"to","long"
"to","mexico"
"to","rain"
"to","rush"
"to","seven"
"to","tear"
"top","priority"
"tour","the"
"trust","him"
"try","our"
"turn","and"
"turns","to"
"twin","cities"
"two","goals"
"two","teams"
"two","that"
"underneath","the"
"unique","to"
"upset","about"
"us","our"
"us","they"
"use","his"
"used","on"
"value","in"
"ve","decided"
"very","quickly"
"very","young"
"visit","me"
"walking","to"
"walks","in"
"war","i"
"war","of"
"warped","tour"
"was","broken"
"was","clearly"
"was","home"
"was","intended"
"was","writing"
"watch","me"
"water","or"
"we","lived"
"we","often"
"we","ran"
"weather","was"
"weird","and"
"what","id"
"whatever","is"
"when","no"
"while","trying"
"who","arent"
"who","represents"
"win","or"
"win","that"
"with","enough"
"with","im"
"with","long"
"with","students"
"women","i"
"word","out"
"works","i"
"world","championships"
"worse","the"
"would","always"
"would","expect"
"would","u"
"writing","to"
"wrong","in"
"years","my"
"yesterday","the"
"you","everyone"
"you","left"
"young","girl"
"your","brand"
"youre","awesome"
"yrs","ago"
"a","backup"
"a","blank"
"a","bug"
"a","celebration"
"a","cloud"
"a","color"
"a","cop"
"a","days"
"a","debate"
"a","five"
"a","fork"
"a","four"
"a","german"
"a","grown"
"a","husband"
"a","loan"
"a","primary"
"a","purpose"
"a","ridiculous"
"a","security"
"a","shoe"
"a","sketch"
"a","split"
"a","statewide"
"a","stone"
"a","subject"
"a","violation"
"a","visual"
"a","wet"
"about","each"
"act","to"
"activity","in"
"after","watching"
"again","thanks"
"already","got"
"also","as"
"also","just"
"also","wanted"
"also","you"
"although","there"
"always","something"
"americans","to"
"an","air"
"an","italian"
"and","against"
"and","avoid"
"and","celebrate"
"and","center"
"and","coaches"
"and","democrats"
"and","die"
"and","emotional"
"and","exchange"
"and","history"
"and","phone"
"and","plans"
"and","realize"
"and","received"
"and","released"
"and","religious"
"and","returned"
"and","rich"
"and","speak"
"and","videos"
"and","way"
"andrew","luck"
"angry","and"
"any","or"
"anywhere","near"
"april","i"
"are","days"
"are","forward"
"are","his"
"are","if"
"are","reading"
"are","waiting"
"around","or"
"art","museum"
"article","about"
"asked","whether"
"at","random"
"at","something"
"at","sxsw"
"august","and"
"authority","and"
"away","my"
"back","after"
"bad","luck"
"bar","for"
"bar","i"
"be","brought"
"be","creative"
"be","cut"
"be","joining"
"be","performing"
"be","present"
"be","saved"
"be","spending"
"be","under"
"beautiful","in"
"bed","for"
"begin","at"
"begins","at"
"being","c"
"being","part"
"being","released"
"believed","in"
"below","i"
"best","interest"
"board","with"
"both","ways"
"box","the"
"brings","the"
"brown","is"
"but","got"
"but","having"
"but","heres"
"but","please"
"buy","and"
"by","but"
"by","michael"
"by","most"
"c","only"
"c","thanks"
"c","yes"
"campus","in"
"can","either"
"can","then"
"can","what"
"cant","decide"
"capital","of"
"car","at"
"catch","you"
"central","florida"
"century","and"
"chance","that"
"change","but"
"child","care"
"children","as"
"choice","in"
"christ","is"
"city","at"
"cleveland","heights"
"close","as"
"closed","in"
"cold","water"
"coming","months"
"comparison","to"
"complained","that"
"concerns","of"
"could","face"
"couldnt","help"
"country","where"
"court","for"
"craft","and"
"crowd","at"
"cut","my"
"d","say"
"dad","i"
"dangers","of"
"dare","you"
"day","every"
"day","thats"
"days","my"
"death","to"
"death","was"
"decade","of"
"destruction","of"
"did","at"
"dining","table"
"dogs","are"
"done","anything"
"done","is"
"dont","your"
"dream","that"
"driving","me"
"e","with"
"eastern","conference"
"easy","as"
"economic","crisis"
"either","but"
"el","paso"
"emerged","as"
"employed","by"
"entire","world"
"even","go"
"evening","the"
"ever","met"
"everywhere","i"
"executive","and"
"expectations","for"
"experimenting","with"
"explain","it"
"explains","why"
"exploring","the"
"few","miles"
"fight","and"
"first","he"
"first","started"
"first","team"
"for","info"
"for","itself"
"for","personal"
"for","posting"
"for","trying"
"foreign","policy"
"friday","but"
"friend","that"
"from","amazon"
"from","doing"
"from","with"
"front","row"
"frustrated","with"
"fun","it"
"fun","we"
"fun","you"
"games","is"
"give","thanks"
"give","u"
"going","after"
"got","at"
"got","for"
"got","here"
"got","what"
"grade","and"
"grocery","stores"
"growing","and"
"guy","the"
"had","died"
"had","four"
"had","was"
"haha","so"
"hand","over"
"has","earned"
"has","opened"
"has","released"
"have","bought"
"have","four"
"have","mentioned"
"he","deserves"
"he","later"
"he","uses"
"headed","out"
"heart","for"
"heat","of"
"helpful","to"
"helps","you"
"her","love"
"here","lol"
"himself","with"
"his","place"
"his","that"
"his","years"
"hit","us"
"holds","a"
"honest","with"
"honor","to"
"hoping","i"
"hour","i"
"house","we"
"however","in"
"however","this"
"i","down"
"i","head"
"i","last"
"i","replied"
"ideas","of"
"im","great"
"im","kind"
"im","reading"
"im","such"
"in","art"
"in","indianapolis"
"in","prayer"
"in","season"
"in","society"
"in","spain"
"in","toronto"
"inspired","to"
"is","bringing"
"is","building"
"is","covered"
"is","mostly"
"is","thanks"
"is","thinking"
"it","ends"
"it","enough"
"it","people"
"items","to"
"its","is"
"its","members"
"its","third"
"jackson","and"
"japan","and"
"jobs","are"
"joined","in"
"judge","a"
"just","cause"
"just","days"
"just","felt"
"just","his"
"just","released"
"just","try"
"justice","for"
"kept","it"
"know","c"
"lake","and"
"lake","erie"
"landed","on"
"language","is"
"launch","a"
"leave","them"
"lets","how"
"levels","and"
"lime","juice"
"lord","for"
"lord","i"
"lost","its"
"love","we"
"low","in"
"lunch","i"
"lunch","is"
"made","one"
"magazine","and"
"main","st"
"many","new"
"many","who"
"many","women"
"march","of"
"match","for"
"materials","and"
"may","of"
"maybe","next"
"me","home"
"medical","and"
"men","with"
"merely","a"
"mi","run"
"might","make"
"mobile","phones"
"monday","for"
"money","by"
"money","if"
"more","easily"
"more","into"
"morning","im"
"most","days"
"most","memorable"
"most","valuable"
"my","copy"
"my","garden"
"my","hotel"
"my","mum"
"my","oldest"
"my","review"
"my","weight"
"name","c"
"new","at"
"new","product"
"new","ways"
"next","days"
"no","cover"
"north","side"
"not","coming"
"not","exist"
"november","and"
"now","not"
"now","said"
"now","than"
"obama","was"
"obtained","by"
"of","animals"
"of","baltimore"
"of","blues"
"of","dr"
"of","england"
"of","homes"
"of","much"
"of","private"
"of","waiting"
"of","wild"
"of","youth"
"oh","yea"
"ohio","c"
"ohio","the"
"older","and"
"on","back"
"on","days"
"on","dvd"
"on","lol"
"on","radio"
"on","record"
"on","sat"
"one","be"
"one","get"
"one","moment"
"one","piece"
"one","such"
"online","to"
"only","are"
"onto","my"
"or","can"
"other","end"
"other","items"
"other","thing"
"our","at"
"our","daughter"
"our","government"
"our","nation"
"page","the"
"part","and"
"past","five"
"past","that"
"path","and"
"patience","and"
"paul","is"
"pays","for"
"pen","and"
"people","including"
"people","when"
"percent","or"
"perspective","of"
"photo","and"
"pieces","that"
"played","out"
"pleasantly","surprised"
"pm","tonight"
"pop","culture"
"post","but"
"programs","in"
"promise","you"
"proposal","for"
"put","away"
"quite","sure"
"ralph","waldo"
"ratio","of"
"reach","for"
"real","deal"
"realization","that"
"realize","what"
"realize","you"
"region","and"
"remains","to"
"renewable","energy"
"replaced","the"
"reports","the"
"residents","to"
"resources","for"
"restore","the"
"revenue","from"
"reviewed","by"
"right","lol"
"right","one"
"rights","in"
"rite","now"
"rt","q"
"rush","to"
"s","some"
"s","we"
"safe","travels"
"same","goes"
"same","name"
"save","on"
"saw","an"
"say","your"
"saying","no"
"says","there"
"says","this"
"send","out"
"several","people"
"she","it"
"she","loved"
"she","on"
"she","tried"
"shift","in"
"shit","just"
"short","for"
"shot","a"
"should","to"
"signs","and"
"sit","for"
"site","that"
"situation","the"
"sky","and"
"so","make"
"so","over"
"so","slow"
"sold","on"
"some","folks"
"speaking","at"
"spend","your"
"spent","more"
"spent","time"
"spread","out"
"st","i"
"stack","of"
"stand","and"
"stand","the"
"star","trek"
"state","but"
"state","rep"
"status","and"
"staying","up"
"sticking","to"
"story","c"
"story","it"
"strategy","for"
"student","loan"
"student","who"
"students","for"
"studies","and"
"sucks","i"
"sunday","is"
"sunday","with"
"switching","to"
"t","c"
"take","what"
"taking","pictures"
"talk","show"
"talked","with"
"tended","to"
"th","is"
"than","with"
"thankful","that"
"thankful","to"
"that","area"
"that","fit"
"that","play"
"that","without"
"the","adult"
"the","al"
"the","arab"
"the","bags"
"the","bat"
"the","beastie"
"the","bruins"
"the","charity"
"the","charts"
"the","chef"
"the","choices"
"the","cities"
"the","draw"
"the","elevator"
"the","equipment"
"the","explosion"
"the","feds"
"the","grant"
"the","hashtag"
"the","hiring"
"the","islamic"
"the","legs"
"the","microwave"
"the","mighty"
"the","mornings"
"the","must"
"the","nearly"
"the","note"
"the","partnership"
"the","pen"
"the","platform"
"the","principles"
"the","radar"
"the","realization"
"the","reference"
"the","rush"
"the","sacramento"
"the","sacred"
"the","scandal"
"the","shelves"
"the","sketch"
"the","strike"
"the","strip"
"the","tension"
"the","these"
"the","tradition"
"the","travel"
"the","trunk"
"the","views"
"the","warning"
"the","without"
"their","as"
"them","around"
"them","get"
"theme","is"
"then","is"
"then","put"
"there","anything"
"there","one"
"these","questions"
"these","words"
"they","deserve"
"thing","or"
"third","baseman"
"this","earth"
"this","family"
"this","get"
"this","me"
"this","most"
"this","planet"
"this","please"
"this","stage"
"this","which"
"thought","my"
"threw","the"
"through","its"
"thursday","with"
"time","how"
"time","like"
"times","square"
"title","and"
"to","cast"
"to","charity"
"to","clarify"
"to","click"
"to","combat"
"to","drag"
"to","fuck"
"to","nearly"
"to","refer"
"to","request"
"to","rethink"
"to","shine"
"to","transform"
"to","type"
"to","young"
"today","about"
"today","have"
"together","again"
"trader","joes"
"trust","and"
"turn","of"
"tv","i"
"u","make"
"understanding","that"
